iter	Passed	Remaining
719	3006	1169
720	3012	1165
721	3015	1161
722	3018	1156
723	3020	1151
724	3027	1148
725	3029	1143
726	3033	1139
727	3036	1134
728	3042	1131
729	3045	1126
730	3048	1121
731	3051	1117
732	3055	1113
733	3058	1108
734	3061	1103
735	3064	1099
736	3066	1094
737	3069	1089
738	3071	1084
739	3076	1081
740	3079	1076
741	3082	1071
742	3085	1067
743	3089	1062
744	3092	1058
745	3094	1053
746	3096	1048
747	3101	1044
748	3104	1040
749	3106	1035
750	3109	1031
751	3116	1027
752	3119	1023
753	3121	1018
754	3123	1013
755	3130	1010
756	3132	1005
757	3135	1000
758	3138	996
759	3141	992
760	3145	987
761	3148	983
762	3150	978
763	3153	974
764	3159	970
765	3161	965
766	3164	961
767	3168	957
768	3172	952
769	3175	948
770	3177	943
771	3180	939
772	3187	936
773	3190	931
774	3192	926
775	3196	922
776	3200	918
777	3203	914
778	3206	909
779	3208	905
780	3215	901
781	3218	897
782	3220	892
783	3224	888
784	3228	884
785	3231	879
786	3234	875
787	3236	870
788	3242	867
789	3245	862
790	3247	858
791	3251	853
792	3254	849
793	3258	845
794	3261	840
795	3263	836
796	3271	833
797	3275	829
798	3278	824
799	3285	821
800	3288	816
801	3290	812
802	3293	808
803	3300	804
804	3303	800
805	3305	795
806	3309	791
807	3313	787
808	3316	782
809	3318	778
810	3321	774
811	3327	770
812	3330	766
813	3333	761
814	3336	757
815	3339	752
816	3343	748
817	3345	744
818	3347	739
819	3351	735
820	3355	731
821	3359	727
822	3362	723
823	3365	718
824	3371	715
825	3374	710
826	3376	706
827	3380	702
828	3384	698
829	3387	693
830	3390	689
831	3392	685
832	3399	681
833	3401	677
834	3404	672
835	3408	668
836	3412	664
837	3415	660
838	3418	655
839	3420	651
840	3427	647
841	3429	643
842	3432	639
843	3435	635
844	3439	630
845	3442	626
846	3445	622
847	3448	618
848	3452	614
849	3455	609
850	3458	605
851	3462	601
852	3465	597
853	3470	593
854	3472	588
855	3475	584
856	3478	580
857	3483	576
858	3487	572
859	3489	568
860	3492	563
861	3498	560
862	3501	555
863	3503	551
864	3508	547
865	3511	543
866	3514	539
867	3518	535
868	3525	531
869	3528	527
870	3531	523
871	3534	518
872	3541	515
873	3543	510
874	3546	506
875	3550	502
876	3554	498
877	3558	494
878	3560	490
879	3562	485
880	3568	481
881	3570	477
882	3574	473
883	3577	469
884	3580	465
885	3584	461
886	3587	457
887	3589	452
888	3597	449
889	3599	444
890	3602	440
891	3606	436
892	3609	432
893	3613	428
894	3616	424
895	3619	420
896	3624	416
897	3627	412
898	3630	407
899	3633	403
900	3641	400
901	3645	396
902	3648	391
903	3654	388
904	3657	383
905	3660	379
906	3662	375
907	3669	371
908	3673	367
909	3675	363
910	3678	359
911	3683	355
912	3686	351
913	3689	347
914	3694	343
915	3697	339
916	3700	334
917	3703	330
918	3706	326
919	3712	322
920	3715	318
921	3717	314
922	3722	310
923	3725	306
924	3728	302
925	3731	298
926	3735	294
927	3738	290
928	3740	285
929	3743	281
930	3751	278
931	3754	273
932	3757	269
933	3761	265
934	3764	261
935	3768	257
936	3771	253
937	3775	249
938	3778	245
939	3782	241
940	3786	237
941	3789	233
942	3792	229
943	3797	225
944	3800	221
945	3803	217
946	3806	213
947	3808	208
948	3816	205
949	3818	200
950	3820	196
951	3826	192
952	3830	188
953	3833	184
954	3835	180
955	3838	176
956	3844	172
957	3847	168
958	3850	164
959	3856	160
960	3858	156
961	3860	152
962	3911	150
963	3914	146
964	3917	142
965	3920	137
966	3924	133
967	3927	129
968	3955	126
969	3958	122
970	3961	118
971	3964	114
972	3966	110
973	3971	106
974	3974	101
975	3976	97
976	3979	93
977	3989	89
978	3992	85
979	3995	81
980	4001	77
981	4003	73
982	4006	69
983	4010	65
984	4017	61
985	4021	57
986	4023	52
987	4026	48
988	4033	44
989	4036	40
990	4038	36
991	4046	32
992	4049	28
993	4051	24
994	4056	20
995	4061	16
996	4067	12
997	4070	8
998	4075	4
999	4079	0
